,VaR,return,violation
2019-06-05,-0.04122339279194207,0.013640065149589375,0.0
2019-06-06,-0.04122339279194207,0.0013193319992819141,0.0
2019-06-07,-0.04122339279194207,0.05178131055768809,0.0
2019-06-10,-0.04122339279194207,0.004846796331174019,0.0
2019-06-11,-0.04122339279194207,-0.0036552388088066934,0.0
2019-06-12,-0.04122339279194207,0.00965875417193729,0.0
2019-06-13,-0.04122339279194207,0.006260787122617906,0.0
2019-06-14,-0.04122339279194207,0.00793837319168933,0.0
2019-06-17,-0.04122339279194207,0.02045793396665374,0.0
2019-06-18,-0.04122339279194207,-0.009328204612252478,0.0
2019-06-19,-0.04122339279194207,0.011689377327648742,0.0
2019-06-20,-0.04122339279194207,0.018663150409664375,0.0
2019-06-21,-0.04122339279194207,0.008304129700381857,0.0
2019-06-24,-0.04122339279194207,-0.010621593534066776,0.0
2019-06-25,-0.04122339279194207,0.0009499889175348386,0.0
2019-06-26,-0.04122339279194207,-0.004786901029404156,0.0
2019-06-27,-0.04122339279194207,0.00036473932324998515,0.0
2019-06-28,-0.04122339279194207,0.03215618818900623,0.0
2019-07-01,-0.04122339279194207,0.006821780808711431,0.0
2019-07-02,-0.04122339279194207,0.0018866202304437252,0.0
2019-07-03,-0.04122339279194207,0.017219031430836473,0.0
2019-07-05,-0.04122339279194207,0.0010845886786530201,0.0
2019-07-08,-0.04122339279194207,-0.00825652140416544,0.0
2019-07-09,-0.04122339279194207,0.005635612517786548,0.0
2019-07-10,-0.04122339279194207,-0.012107724068845194,0.0
2019-07-11,-0.04122339279194207,-0.024554492850825227,0.0
2019-07-12,-0.04122339279194207,-0.17574364743836046,1.0
2019-07-15,-0.04255326439883537,-0.0090888406589551,0.0
2019-07-16,-0.04255326439883537,3.310570824233139e-05,0.0
2019-07-17,-0.04255326439883537,0.001982785926395003,0.0
2019-07-18,-0.04255326439883537,-0.01446536142294974,0.0
2019-07-19,-0.04255326439883537,-0.018082362682843467,0.0
2019-07-22,-0.04255326439883537,0.01717762242800891,0.0
2019-07-23,-0.04255326439883537,0.02109809948140029,0.0
2019-07-24,-0.04255326439883537,-0.002070098618150773,0.0
2019-07-25,-0.04255326439883537,-0.017955774777335343,0.0
2019-07-26,-0.04255326439883537,0.007673138475430719,0.0
2019-07-29,-0.04255326439883537,0.011597497556415703,0.0
2019-07-30,-0.04255326439883537,-0.014726353187425545,0.0
2019-07-31,-0.04255326439883537,-0.0019354857584596985,0.0
2019-08-01,-0.04255326439883537,0.00758687461185481,0.0
2019-08-02,-0.04255326439883537,-0.014289764782794201,0.0
2019-08-05,-0.04255326439883537,-0.028376498606109024,0.0
2019-08-06,-0.04255326439883537,0.009913979713820353,0.0
2019-08-07,-0.04255326439883537,0.0031806084641452514,0.0
2019-08-08,-0.04255326439883537,0.018840034178754905,0.0
2019-08-09,-0.04255326439883537,-0.014989123488307499,0.0
2019-08-12,-0.04255326439883537,-0.012527087028543882,0.0
2019-08-13,-0.04255326439883537,0.01249304668582596,0.0
2019-08-14,-0.04255326439883537,-0.0308109525603264,0.0
2019-08-15,-0.04255326439883537,-0.0010529662317599886,0.0
2019-08-16,-0.04255326439883537,0.00490423803119544,0.0
2019-08-19,-0.04255326439883537,0.00862881920933578,0.0
2019-08-20,-0.04255326439883537,-0.013954532333542602,0.0
2019-08-21,-0.04255326439883537,0.02034326503689865,0.0
2019-08-22,-0.04255326439883537,-0.006839226890261507,0.0
2019-08-23,-0.04255326439883537,-0.03197676156367191,0.0
2019-08-26,-0.04255326439883537,0.010111843157843303,0.0
2019-08-27,-0.04255326439883537,0.009659885844721217,0.0
2019-08-28,-0.04255326439883537,-0.012000747504256282,0.0
2019-08-29,-0.04255326439883537,0.012141076546924978,0.0
2019-08-30,-0.04255326439883537,-0.013135803573057103,0.0
2019-09-03,-0.04255326439883537,-0.03310023899430714,0.0
2019-09-04,-0.04255326439883537,-0.0017283512556982572,0.0
2019-09-05,-0.04255326439883537,0.00025767709323964993,0.0
2019-09-06,-0.04255326439883537,-0.0065710299513908055,0.0
2019-09-09,-0.04255326439883537,-0.011772668471093262,0.0
2019-09-10,-0.04255326439883537,0.033896500121722184,0.0
2019-09-11,-0.04255326439883537,0.04816202652783108,0.0
2019-09-12,-0.04255326439883537,0.026773700737257933,0.0
2019-09-13,-0.04255326439883537,0.011329777300157495,0.0
2019-09-16,-0.04255326439883537,-6.651838005389266e-05,0.0
2019-09-17,-0.04255326439883537,-0.00874565671041605,0.0
2019-09-18,-0.04255326439883537,0.015766712372293767,0.0
2019-09-19,-0.04255326439883537,0.007201458843164588,0.0
2019-09-20,-0.04255326439883537,0.014216951647394893,0.0
2019-09-23,-0.04255326439883537,-0.01215481344265612,0.0
2019-09-24,-0.04255326439883537,-0.035105292783198294,0.0
2019-09-25,-0.04255326439883537,0.016358225653832825,0.0
2019-09-26,-0.04255326439883537,-0.004909587330744536,0.0
2019-09-27,-0.04255326439883537,0.008667375565797109,0.0
2019-09-30,-0.04255326439883537,0.009710962608446394,0.0
2019-10-01,-0.04255326439883537,-0.027324106845486362,0.0
2019-10-02,-0.04255326439883537,-0.026460047547971932,0.0
2019-10-03,-0.04255326439883537,0.02976516937506002,0.0
2019-10-04,-0.04255326439883537,0.01782016763762151,0.0
2019-10-07,-0.04255326439883537,-0.0023511532172308947,0.0
2019-10-08,-0.0409540166467608,-0.04499143311460241,1.0
2019-10-09,-0.0409540166467608,0.029387731538203177,0.0
2019-10-10,-0.0409540166467608,0.004099976977408382,0.0
2019-10-11,-0.0409540166467608,0.014648359072575445,0.0
2019-10-14,-0.038314868132349814,0.025226040108343284,0.0
2019-10-15,-0.038314868132349814,0.005976173339963253,0.0
2019-10-16,-0.038314868132349814,-0.008040725303608554,0.0
2019-10-17,-0.038314868132349814,0.002837661378332079,0.0
2019-10-18,-0.038314868132349814,-0.0035806267665163816,0.0
2019-10-21,-0.038314868132349814,0.014087186550043818,0.0
2019-10-22,-0.038314868132349814,-0.015348379524399824,0.0
2019-10-23,-0.038314868132349814,0.01138932942396309,0.0
2019-10-24,-0.038314868132349814,0.009266287809706064,0.0
2019-10-25,-0.038314868132349814,-0.08207333777173353,1.0
2019-10-28,-0.038314868132349814,0.04513966135344294,0.0
2019-10-29,-0.038314868132349814,-0.007493602587681281,0.0
2019-10-30,-0.038314868132349814,-0.017650512339209,0.0
2019-10-31,-0.038314868132349814,-0.003344350739356017,0.0
2019-11-01,-0.038314868132349814,0.016544818429026442,0.0
2019-11-04,-0.038314868132349814,0.010693183002613793,0.0
2019-11-05,-0.038314868132349814,-0.009296225196282037,0.0
2019-11-06,-0.038314868132349814,-0.01210481970002597,0.0
2019-11-07,-0.038314868132349814,-0.006751083621223231,0.0
2019-11-08,-0.038314868132349814,-0.006319630079758554,0.0
2019-11-11,-0.038314868132349814,0.005472517654898645,0.0
2019-11-12,-0.038314868132349814,0.0024716146142056417,0.0
2019-11-13,-0.038314868132349814,0.00838459700189631,0.0
2019-11-14,-0.03638950393591409,0.0007373745971843704,0.0
2019-11-15,-0.03638950393591409,0.024983522458917662,0.0
2019-11-18,-0.03638950393591409,0.0022197953846490037,0.0
2019-11-19,-0.03638950393591409,0.014052854954887728,0.0
2019-11-20,-0.03638950393591409,0.012461778198162854,0.0
2019-11-21,-0.035295493816957575,-0.006562991210302904,0.0
2019-11-22,-0.035295493816957575,0.008815106131187633,0.0
2019-11-25,-0.035295493816957575,0.005088150704091632,0.0
2019-11-26,-0.035295493816957575,0.0068484258121293,0.0
2019-11-27,-0.035295493816957575,0.004778695271597577,0.0
2019-11-29,-0.035295493816957575,-0.0005610501503836574,0.0
2019-12-02,-0.035295493816957575,-0.0034039387589102077,0.0
2019-12-03,-0.035295493816957575,0.010270215488318968,0.0
2019-12-04,-0.035295493816957575,-0.010239007797799182,0.0
2019-12-05,-0.035295493816957575,0.0004065923350760059,0.0
2019-12-06,-0.03414401167488548,0.020611017077925453,0.0
2019-12-09,-0.03414401167488548,0.00036749508798816777,0.0
2019-12-10,-0.03326417073536438,0.0010711618914855947,0.0
2019-12-11,-0.03326417073536438,-0.019676020504585168,0.0
2019-12-12,-0.03326417073536438,0.004419809192948598,0.0
2019-12-13,-0.03326417073536438,0.008442775735860941,0.0
2019-12-16,-0.03326417073536438,0.00925734151169788,0.0
2019-12-17,-0.03326417073536438,-0.01317608436035922,0.0
2019-12-18,-0.03313964284424848,0.005488046606972219,0.0
2019-12-19,-0.03313964284424848,-9.222114637363887e-05,0.0
2019-12-20,-0.03313964284424848,0.015076438736707942,0.0
2019-12-23,-0.03248232640745775,0.011684075183967302,0.0
2019-12-24,-0.031335566611831865,0.0043912815434330454,0.0
2019-12-26,-0.031335566611831865,-0.012447085690658,0.0
2019-12-27,-0.031335566611831865,0.0028629757884379714,0.0
2019-12-30,-0.031335566611831865,-0.01256770980470634,0.0
2019-12-31,-0.031335566611831865,0.01091120664619094,0.0
2020-01-02,-0.031335566611831865,-0.014391377143141426,0.0
2020-01-03,-0.031335566611831865,-0.013144078844515406,0.0
2020-01-06,-0.030159894837054044,0.008638527852354194,0.0
2020-01-07,-0.030159894837054044,0.012698193591714535,0.0
2020-01-08,-0.030159894837054044,0.007464013415825477,0.0
2020-01-09,-0.02893931929373855,0.007318990198159625,0.0
2020-01-10,-0.02893931929373855,0.002775563654299873,0.0
2020-01-13,-0.02893931929373855,-0.03759480575142771,1.0
2020-01-14,-0.030159894837054044,-0.01886790181212028,0.0
2020-01-15,-0.030159894837054044,0.010290326997852262,0.0
2020-01-16,-0.030159894837054044,0.017235722922649188,0.0
2020-01-17,-0.030159894837054044,-0.003811440096960439,0.0
2020-01-21,-0.030159894837054044,0.011055879238505817,0.0
2020-01-22,-0.030159894837054044,0.007948128125486953,0.0
2020-01-23,-0.029472002885506814,-0.012007119491824092,0.0
2020-01-24,-0.029472002885506814,-0.02295252659482916,0.0
2020-01-27,-0.029472002885506814,-0.017869431948280834,0.0
2020-01-28,-0.029472002885506814,0.0011461144159756742,0.0
2020-01-29,-0.029472002885506814,-0.0031231126435020684,0.0
2020-01-30,-0.029472002885506814,-0.056801752023714513,1.0
2020-01-31,-0.029472002885506814,-0.020237220651118548,0.0
2020-02-03,-0.029472002885506814,0.011448662226114514,0.0
2020-02-04,-0.029472002885506814,0.008788558425004034,0.0
2020-02-05,-0.029472002885506814,0.014588968720200768,0.0
2020-02-06,-0.029472002885506814,0.0029256909356094596,0.0
2020-02-07,-0.029472002885506814,-0.02327442387970713,0.0
2020-02-10,-0.029472002885506814,0.0003736660745632392,0.0
2020-02-11,-0.029472002885506814,0.005386098149333662,0.0
2020-02-12,-0.029472002885506814,-0.009231635655436499,0.0
2020-02-13,-0.029472002885506814,-0.00649958862146871,0.0
2020-02-14,-0.029472002885506814,0.025547704878618127,0.0
2020-02-18,-0.029472002885506814,0.0033398472269920987,0.0
2020-02-19,-0.029472002885506814,0.010876819600857957,0.0
2020-02-20,-0.029472002885506814,-0.009077933634682012,0.0
2020-02-21,-0.029472002885506814,-0.015157986954366542,0.0
2020-02-24,-0.029472002885506814,-0.05137503006321964,1.0
2020-02-25,-0.031335566611831865,-0.040544845281520914,1.0
2020-02-26,-0.03248232640745775,0.017442771539645463,0.0
2020-02-27,-0.03248232640745775,-0.05526723779473386,1.0
2020-02-28,-0.03313964284424848,0.021842539093172242,0.0
2020-03-02,-0.03313964284424848,0.04637287961892156,0.0
2020-03-03,-0.03313964284424848,-0.019155941351013617,0.0
2020-03-04,-0.03248232640745775,0.032896140425023646,0.0
2020-03-05,-0.03248232640745775,-0.021894605486044938,0.0
2020-03-06,-0.03248232640745775,-0.005813572557161528,0.0
2020-03-09,-0.03248232640745775,-0.05474766169021805,1.0
2020-03-10,-0.03313964284424848,0.03163444275175298,0.0
2020-03-11,-0.03313964284424848,-0.08617436599879902,1.0
2020-03-12,-0.03326417073536438,-0.09694562238271764,1.0
2020-03-13,-0.03414401167488548,0.04402715335898488,0.0
2020-03-16,-0.03414401167488548,-0.10050083317860903,1.0
2020-03-17,-0.0362255736189015,0.0675196196726855,0.0
2020-03-18,-0.0362255736189015,-0.07618174560450708,1.0
2020-03-19,-0.03892232353996962,0.07192037101934545,0.0
2020-03-20,-0.03892232353996962,0.07372655911973158,0.0
2020-03-23,-0.03892232353996962,-0.01767595688486079,0.0
2020-03-24,-0.03892232353996962,0.06678091881599713,0.0
2020-03-25,-0.03892232353996962,-0.023324396590444607,0.0
2020-03-26,-0.03892232353996962,0.0999415175916587,0.0
2020-03-27,-0.03892232353996962,-0.019762501300547797,0.0
2020-03-30,-0.03892232353996962,0.026336615790127027,0.0
2020-03-31,-0.03892232353996962,-0.011322619725440575,0.0
2020-04-01,-0.03892232353996962,-0.06293859937490431,1.0
2020-04-02,-0.042545809806407535,0.062462483351236386,0.0
2020-04-03,-0.042545809806407535,-0.03538175306184499,0.0
2020-04-06,-0.042545809806407535,0.05360367949393208,0.0
2020-04-07,-0.042545809806407535,0.009415565728106756,0.0
2020-04-08,-0.042545809806407535,0.0012464371274063524,0.0
2020-04-09,-0.042545809806407535,0.023321030957381694,0.0
2020-04-13,-0.042545809806407535,0.006342499540552993,0.0
2020-04-14,-0.042545809806407535,0.02870811200350687,0.0
2020-04-15,-0.042545809806407535,-0.012125045378200916,0.0
2020-04-16,-0.042545809806407535,0.030815910675142888,0.0
2020-04-17,-0.042545809806407535,0.041499219951264266,0.0
2020-04-20,-0.042545809806407535,0.020399914621946458,0.0
2020-04-21,-0.042545809806407535,-0.039418941944568076,0.0
2020-04-22,-0.042545809806407535,0.003730191614431,0.0
2020-04-23,-0.042545809806407535,0.0036842260669125437,0.0
2020-04-24,-0.042545809806407535,-0.011708377233739853,0.0
2020-04-27,-0.042545809806407535,0.01767063358431198,0.0
2020-04-28,-0.042545809806407535,-0.0025144798965524018,0.0
2020-04-29,-0.042545809806407535,0.011596325422332576,0.0
2020-04-30,-0.042545809806407535,0.004964790306514644,0.0
2020-05-01,-0.042545809806407535,-0.042092209603536546,0.0
2020-05-04,-0.04339686018351615,0.00755604146527844,0.0
2020-05-05,-0.04339686018351615,0.006629526708036515,0.0
2020-05-06,-0.04339686018351615,0.015321132533828496,0.0
2020-05-07,-0.04339686018351615,-0.00534694396479285,0.0
2020-05-08,-0.04339686018351615,-0.01119978983284664,0.0
2020-05-11,-0.04339686018351615,0.033136414434099315,0.0
2020-05-12,-0.04339686018351615,0.0038638144610674274,0.0
2020-05-13,-0.04124115922642793,0.0057059826197178865,0.0
2020-05-14,-0.04124115922642793,-0.0012377403924439534,0.0
2020-05-15,-0.04124115922642793,0.036509208300734564,0.0
2020-05-18,-0.04124115922642793,0.0269180243110565,0.0
2020-05-19,-0.04124115922642793,-0.0046309166885638575,0.0
2020-05-20,-0.04124115922642793,0.043360889156039306,0.0
2020-05-21,-0.04124115922642793,-0.023503937912269457,0.0
2020-05-22,-0.04124115922642793,0.014997763537268227,0.0
2020-05-26,-0.04124115922642793,-0.000817936387962348,0.0
2020-05-27,-0.04124115922642793,0.02620477690691203,0.0
2020-05-28,-0.04124115922642793,0.024946013631559794,0.0
2020-05-29,-0.04124115922642793,-0.027064676963096446,0.0
2020-06-01,-0.04124115922642793,0.006479432502072946,0.0
2020-06-02,-0.04124115922642793,0.0017499843522577052,0.0
2020-06-03,-0.04124115922642793,-0.021343536730049628,0.0
2020-06-04,-0.04124115922642793,0.00022323580122574072,0.0
2020-06-05,-0.04124115922642793,-0.012042096588455564,0.0
2020-06-08,-0.04124115922642793,0.013185420418613703,0.0
2020-06-09,-0.04124115922642793,-0.002874662331494804,0.0
2020-06-10,-0.04124115922642793,0.0035433062277654415,0.0
2020-06-11,-0.04124115922642793,-0.06361609549469627,1.0
2020-06-12,-0.04339686018351615,0.01382421902060571,0.0
2020-06-15,-0.04339686018351615,0.01976762999388093,0.0
2020-06-16,-0.04339686018351615,0.018793112615847818,0.0
2020-06-17,-0.04339686018351615,0.015705206353055168,0.0
2020-06-18,-0.04339686018351615,0.006246772622705343,0.0
2020-06-19,-0.04339686018351615,0.015990667862222807,0.0
2020-06-22,-0.04339686018351615,-0.022736685971636028,0.0
2020-06-23,-0.04339686018351615,0.017925442729345598,0.0
2020-06-24,-0.04339686018351615,-0.02220665417016754,0.0
2020-06-25,-0.04339686018351615,0.020160933537579417,0.0
2020-06-26,-0.04339686018351615,-0.016989952877546344,0.0
2020-06-29,-0.04339686018351615,0.0061739410684298335,0.0
2020-06-30,-0.04339686018351615,0.021948313969920363,0.0
2020-07-01,-0.04339686018351615,-0.004872042457761516,0.0
2020-07-02,-0.04339686018351615,0.012270053144584736,0.0
2020-07-06,-0.04339686018351615,0.01671823524256766,0.0
2020-07-07,-0.04339686018351615,-0.019348334530669753,0.0
2020-07-08,-0.04339686018351615,-0.006064803549224784,0.0
2020-07-09,-0.04339686018351615,0.0073538591584547675,0.0
2020-07-10,-0.04339686018351615,-0.0063269718407887865,0.0
2020-07-13,-0.04339686018351615,-0.0030296062772352528,0.0
2020-07-14,-0.04124115922642793,0.019104975779560718,0.0
2020-07-15,-0.04124115922642793,0.016030297146233607,0.0
2020-07-16,-0.04124115922642793,-0.017014175519672214,0.0
2020-07-17,-0.04124115922642793,0.020434687497717263,0.0
2020-07-20,-0.04124115922642793,0.03830390617234425,0.0
2020-07-21,-0.04124115922642793,-0.022272122275651007,0.0
2020-07-22,-0.04124115922642793,0.004785358626310021,0.0
2020-07-23,-0.04124115922642793,-0.013519271546776679,0.0
2020-07-24,-0.04124115922642793,-0.010927644974060513,0.0
2020-07-27,-0.04124115922642793,0.027836502551808806,0.0
2020-07-28,-0.04124115922642793,-0.019577722568481448,0.0
2020-07-29,-0.04124115922642793,-0.0003633412569428174,0.0
2020-07-30,-0.04124115922642793,-0.00650987260102287,0.0
2020-07-31,-0.04124115922642793,-0.0016210587758003214,0.0
2020-08-03,-0.04124115922642793,0.0402608043851691,0.0
2020-08-04,-0.04124115922642793,-0.010561825269878256,0.0
2020-08-05,-0.04124115922642793,0.017774447258199544,0.0
2020-08-06,-0.04124115922642793,-0.0035246611155370644,0.0
2020-08-07,-0.04124115922642793,-0.11581296914839179,1.0
2020-08-10,-0.04339686018351615,-0.0065161182944146745,0.0
2020-08-11,-0.04339686018351615,-0.03496090677496522,0.0
2020-08-12,-0.04339686018351615,0.00855041162295489,0.0
2020-08-13,-0.04339686018351615,0.026919811986132913,0.0
2020-08-14,-0.04339686018351615,-0.017031066196125266,0.0
2020-08-17,-0.04339686018351615,0.018726770292213146,0.0
2020-08-18,-0.04339686018351615,0.005463224291361257,0.0
2020-08-19,-0.04339686018351615,-0.007668245221571723,0.0
2020-08-20,-0.04339686018351615,0.0035312948677503897,0.0
2020-08-21,-0.04339686018351615,-0.0043240123539893816,0.0
2020-08-24,-0.04339686018351615,-0.011966973710722861,0.0
2020-08-25,-0.04339686018351615,0.005944402124629988,0.0
2020-08-26,-0.04339686018351615,0.007409437254065843,0.0
2020-08-27,-0.04339686018351615,-0.006953642703340535,0.0
2020-08-28,-0.04339686018351615,0.008197334674779455,0.0
2020-08-31,-0.04339686018351615,0.009054919676254158,0.0
2020-09-01,-0.04339686018351615,-0.026609229509030996,0.0
2020-09-02,-0.04339686018351615,0.046866260796560866,0.0
2020-09-03,-0.04339686018351615,-0.050668269644932984,1.0
2020-09-04,-0.047546009553251105,-0.011990120391409675,0.0
2020-09-08,-0.047546009553251105,-0.00421462675093931,0.0
2020-09-09,-0.047546009553251105,0.01758896890251016,0.0
2020-09-10,-0.047546009553251105,-0.002568119710550043,0.0
2020-09-11,-0.047546009553251105,0.010976458375746567,0.0
2020-09-14,-0.047546009553251105,0.010574605866964681,0.0
2020-09-15,-0.047546009553251105,-0.004136901976218077,0.0
2020-09-16,-0.047546009553251105,-0.08816074333855184,1.0
2020-09-17,-0.05098631183316197,-0.07884954873473493,1.0
2020-09-18,-0.05289271429536889,-0.008491737946701328,0.0
2020-09-21,-0.05289271429536889,-0.08976550409797124,1.0
2020-09-22,-0.05498147093725016,-0.0060151338550644695,0.0
2020-09-23,-0.05498147093725016,0.01658364529156131,0.0
2020-09-24,-0.05498147093725016,0.047603373813205785,0.0
2020-09-25,-0.05498147093725016,0.046340587417675216,0.0
2020-09-28,-0.05498147093725016,0.018403048493095042,0.0
2020-09-29,-0.05498147093725016,0.0001309394724140489,0.0
2020-09-30,-0.05498147093725016,0.011650340073448007,0.0
2020-10-01,-0.05498147093725016,0.0017132971390907414,0.0
2020-10-02,-0.05498147093725016,-0.0038185203242306898,0.0
2020-10-05,-0.05498147093725016,0.02478520402121287,0.0
2020-10-06,-0.05498147093725016,0.003504542891869633,0.0
2020-10-07,-0.05498147093725016,0.02200769060468133,0.0
2020-10-08,-0.05498147093725016,0.028689784116606276,0.0
2020-10-09,-0.05498147093725016,0.01563599557707107,0.0
2020-10-12,-0.05498147093725016,0.03842171779091341,0.0
2020-10-13,-0.05498147093725016,-0.020589723092573564,0.0
2020-10-14,-0.05498147093725016,-0.044493832080155116,0.0
2020-10-15,-0.05498147093725016,-0.019391991440906864,0.0
2020-10-16,-0.05498147093725016,0.00778357881635916,0.0
2020-10-19,-0.05498147093725016,-0.015597065446844027,0.0
2020-10-20,-0.05498147093725016,-0.00255572262603998,0.0
2020-10-21,-0.05498147093725016,-0.00811552623995393,0.0
2020-10-22,-0.05498147093725016,0.025072459345041764,0.0
2020-10-23,-0.05498147093725016,-0.007298300069874308,0.0
